project_id,month,site_visits,training_hours,template_use,standups_per_week,early_warning_active,issues_opened,severe_issues,resolution_time_days,reporting_lag_days,data_quality_score,audit_score,kpi_met
P0026,2024-08-01,4,9.1,1,3,0,4,0,3.8,1.1,0.976,90.4,1
P0026,2024-09-01,5,12.1,1,3,0,6,1,3.6,0.8,1.0,84.9,1
P0026,2024-10-01,5,7.3,1,3,0,7,4,3.1,0.4,0.906,78.7,1
P0026,2024-11-01,5,10.4,1,3,0,7,2,3.9,0.0,1.0,87.9,1
P0026,2024-12-01,7,6.7,1,3,0,7,4,4.1,2.2,0.954,79.3,1
P0027,2024-01-01,4,9.9,0,3,1,7,1,6.7,0.5,0.958,80.1,1
P0027,2024-02-01,3,6.6,0,3,1,6,0,6.4,1.6,0.932,79.2,1
P0027,2024-03-01,6,10.0,0,3,1,7,1,6.3,2.0,1.0,79.6,1
P0027,2024-04-01,5,10.3,0,3,1,5,0,5.7,2.6,1.0,83.6,1
P0027,2024-05-01,5,7.5,0,3,1,4,0,9.1,1.3,1.0,78.5,1
P0027,2024-06-01,5,6.9,0,3,1,5,0,6.7,1.5,1.0,79.2,1
P0027,2024-07-01,3,6.5,0,3,1,4,0,8.0,1.3,0.856,79.6,1
P0027,2024-08-01,4,6.5,0,3,1,6,0,8.2,2.4,0.966,86.0,1
P0027,2024-09-01,4,11.2,0,3,1,5,0,7.3,2.1,1.0,81.4,1
P0027,2024-10-01,5,8.2,0,3,1,5,0,5.6,2.5,1.0,86.1,1
P0027,2024-11-01,5,10.1,0,3,1,8,2,5.5,1.7,1.0,71.7,1
P0027,2024-12-01,5,4.8,0,3,1,5,1,6.2,2.7,0.941,82.7,1
P0028,2024-01-01,4,7.9,0,2,1,2,0,7.2,4.0,1.0,89.0,1
P0028,2024-02-01,2,8.9,0,2,1,5,0,9.3,3.5,0.861,80.7,1
P0028,2024-03-01,5,11.8,0,2,1,1,0,6.2,2.4,1.0,83.1,1
P0028,2024-04-01,6,10.3,0,2,1,9,4,6.6,2.9,0.975,79.5,1
P0028,2024-05-01,4,9.0,0,2,1,7,2,9.3,3.1,0.888,76.2,1
P0028,2024-06-01,3,7.3,0,2,1,4,0,6.1,3.5,0.967,73.9,1
P0028,2024-07-01,6,6.9,0,2,1,6,0,7.2,3.5,1.0,75.0,1
P0028,2024-08-01,5,9.7,0,2,1,6,4,6.5,2.2,0.968,85.7,1
P0028,2024-09-01,5,11.9,0,2,1,9,4,10.2,3.8,0.98,78.4,1
P0028,2024-10-01,7,7.3,0,2,1,9,3,6.7,2.1,1.0,74.1,1
P0028,2024-11-01,6,7.7,0,2,1,3,1,6.2,3.1,1.0,86.9,1
P0028,2024-12-01,4,7.6,0,2,1,4,1,6.3,2.6,1.0,79.5,1
P0029,2024-01-01,3,11.2,1,2,0,5,1,4.1,2.1,0.957,83.0,1
P0029,2024-02-01,3,10.3,1,2,0,2,0,2.7,1.7,0.982,88.4,1
P0029,2024-03-01,5,10.0,1,2,0,3,0,3.7,0.7,1.0,77.1,1
P0029,2024-04-01,4,7.3,1,2,0,8,2,4.5,1.6,0.846,78.0,1
P0029,2024-05-01,5,8.3,1,2,0,6,2,3.0,1.5,0.954,79.3,1
P0029,2024-06-01,5,10.1,1,2,0,8,4,4.7,1.4,0.913,72.6,1
P0029,2024-07-01,3,12.4,1,2,0,7,3,6.3,2.6,0.92,82.6,1
P0029,2024-08-01,5,10.7,1,2,0,5,2,5.3,2.0,1.0,80.8,1
P0029,2024-09-01,4,8.4,1,2,0,1,0,4.3,3.5,0.999,82.2,1
P0029,2024-10-01,3,6.0,1,2,0,5,1,5.1,0.5,0.778,80.1,1
P0029,2024-11-01,4,7.5,1,2,0,3,1,4.7,1.4,0.955,78.3,1
P0029,2024-12-01,4,9.7,1,2,0,5,2,5.4,0.3,0.972,83.1,1
P0030,2024-01-01,8,8.7,1,3,0,4,0,5.5,0.9,1.0,82.9,1
P0030,2024-02-01,5,6.5,1,3,0,6,3,6.1,3.3,0.882,84.9,1
P0030,2024-03-01,3,7.2,1,3,0,3,2,4.7,0.9,0.855,83.6,1
P0030,2024-04-01,4,8.6,1,3,0,2,0,4.3,2.3,1.0,96.4,1
P0030,2024-05-01,7,10.6,1,3,0,4,2,4.6,1.6,1.0,87.8,1
P0030,2024-06-01,5,11.2,1,3,0,10,3,3.5,0.8,0.946,80.8,1
P0030,2024-07-01,7,9.0,1,3,0,7,3,3.8,1.0,1.0,92.6,1
P0030,2024-08-01,5,13.7,1,3,0,4,0,1.9,0.0,1.0,90.9,1
P0030,2024-09-01,6,5.5,1,3,0,6,3,4.3,0.0,1.0,74.9,1
P0030,2024-10-01,7,6.1,1,3,0,4,2,4.8,2.2,1.0,83.7,1
P0030,2024-11-01,5,9.8,1,3,0,5,2,3.9,2.1,0.974,79.5,1
P0030,2024-12-01,5,11.3,1,3,0,6,0,4.7,0.5,1.0,88.8,1
P0031,2024-01-01,5,9.6,0,1,1,7,1,8.5,3.2,1.0,72.1,1
P0031,2024-02-01,4,8.0,0,1,1,1,0,8.2,3.8,1.0,85.2,1
P0031,2024-03-01,6,9.8,0,1,1,8,2,6.3,3.7,1.0,74.6,1
P0031,2024-04-01,5,7.4,0,1,1,7,2,6.8,4.8,0.846,69.3,1
P0031,2024-05-01,4,7.0,0,1,1,5,0,10.1,2.7,0.893,70.3,1
P0031,2024-06-01,6,10.2,0,1,1,7,2,6.2,2.7,1.0,77.6,1
P0031,2024-07-01,3,9.1,0,1,1,3,0,10.4,3.0,0.922,79.6,1
P0031,2024-08-01,6,6.9,0,1,1,7,3,9.0,2.5,0.94,76.2,1
P0031,2024-09-01,2,9.4,0,1,1,4,0,8.6,4.1,0.936,72.8,1
P0031,2024-10-01,5,7.3,0,1,1,5,1,9.4,2.4,0.994,72.6,1
P0031,2024-11-01,5,5.3,0,1,1,9,5,8.2,5.3,0.808,60.1,1
P0031,2024-12-01,3,5.4,0,1,1,11,4,9.3,3.8,0.633,63.2,0
P0032,2024-01-01,6,11.6,0,3,0,5,1,6.4,2.7,1.0,84.8,1
P0032,2024-02-01,4,12.6,0,3,0,7,3,8.0,1.6,0.951,89.5,1
P0032,2024-03-01,4,9.4,0,3,0,6,2,6.2,3.0,0.906,89.9,1
P0032,2024-04-01,2,9.7,0,3,0,7,4,6.4,2.6,0.764,83.6,1
P0032,2024-05-01,4,8.1,0,3,0,7,2,7.9,1.9,0.861,78.8,1
P0032,2024-06-01,5,6.1,0,3,0,4,1,5.7,2.8,0.931,87.2,1
P0032,2024-07-01,5,8.5,0,3,0,4,1,7.3,2.3,0.99,83.3,1
P0032,2024-08-01,5,5.4,0,3,0,7,2,7.6,1.0,0.881,71.7,1
P0032,2024-09-01,2,6.4,0,3,0,6,4,6.7,2.2,0.638,76.0,0
P0032,2024-10-01,5,5.7,0,3,0,6,1,7.9,2.6,0.92,79.8,1
P0032,2024-11-01,6,7.6,0,3,0,4,0,5.1,3.1,1.0,86.2,1
P0032,2024-12-01,5,13.6,0,3,0,8,4,7.5,2.6,1.0,78.5,1
P0033,2024-01-01,4,8.8,0,3,1,4,0,6.0,1.6,1.0,82.9,1
P0033,2024-02-01,6,8.7,0,3,1,5,0,5.0,1.5,1.0,78.3,1
P0033,2024-03-01,5,13.3,0,3,1,8,3,5.6,1.5,1.0,82.9,1
P0033,2024-04-01,4,9.6,0,3,1,12,4,6.8,3.1,0.886,71.1,1
P0033,2024-05-01,6,11.2,0,3,1,6,0,5.3,2.6,1.0,74.2,1
P0033,2024-06-01,5,7.9,0,3,1,8,4,7.1,2.3,0.945,82.0,1
P0033,2024-07-01,5,8.7,0,3,1,4,0,7.9,1.2,1.0,89.6,1
P0033,2024-08-01,3,11.4,0,3,1,3,0,5.9,2.2,1.0,88.8,1
P0033,2024-09-01,5,7.7,0,3,1,2,0,5.9,1.6,1.0,89.9,1
P0033,2024-10-01,6,8.0,0,3,1,1,0,6.5,3.1,1.0,89.1,1
P0033,2024-11-01,5,8.5,0,3,1,1,0,6.4,2.8,1.0,91.5,1
P0033,2024-12-01,6,6.1,0,3,1,3,0,6.1,2.6,1.0,78.7,1
P0034,2024-01-01,6,9.8,1,3,1,5,0,4.3,1.4,1.0,88.6,1
P0034,2024-02-01,5,7.6,1,3,1,4,0,2.7,1.8,1.0,96.3,1
P0034,2024-03-01,5,7.8,1,3,1,3,0,4.2,1.9,1.0,93.3,1
P0034,2024-04-01,3,6.0,1,3,1,1,0,4.3,1.4,0.943,78.6,1
P0034,2024-05-01,3,9.2,1,3,1,6,1,5.1,0.8,0.893,80.5,1
P0034,2024-06-01,5,5.9,1,3,1,6,2,4.2,0.4,0.912,79.6,1
P0034,2024-07-01,6,6.5,1,3,1,4,0,1.3,1.0,1.0,91.7,1
P0034,2024-08-01,7,9.8,1,3,1,6,1,2.3,2.1,1.0,84.6,1
P0034,2024-09-01,7,8.0,1,3,1,1,0,2.0,2.3,1.0,88.1,1
P0034,2024-10-01,5,12.8,1,3,1,0,0,3.3,0.7,1.0,100.0,1
P0034,2024-11-01,6,9.2,1,3,1,7,1,3.4,1.8,1.0,84.9,1
P0034,2024-12-01,3,7.9,1,3,1,5,0,3.8,3.7,0.903,87.0,1
P0035,2024-01-01,7,9.6,1,3,0,5,2,3.3,1.1,1.0,81.8,1
P0035,2024-02-01,7,7.5,1,3,0,4,0,2.2,1.7,1.0,82.5,1
P0035,2024-03-01,5,7.6,1,3,0,7,2,4.7,1.4,0.886,79.7,1
P0035,2024-04-01,7,8.8,1,3,0,5,3,3.6,1.8,1.0,91.2,1
P0035,2024-05-01,6,9.4,1,3,0,6,1,3.2,0.9,1.0,81.5,1
P0035,2024-06-01,8,10.0,1,3,0,6,1,5.2,1.0,1.0,85.4,1
P0035,2024-07-01,4,9.5,1,3,0,5,0,4.1,0.6,0.994,89.3,1
P0035,2024-08-01,5,7.6,1,3,0,6,2,2.7,1.6,0.945,80.9,1
P0035,2024-09-01,4,9.8,1,3,0,5,0,6.0,1.9,0.973,85.2,1
P0035,2024-10-01,6,6.6,1,3,0,5,0,3.9,2.6,1.0,91.2,1
P0035,2024-11-01,6,6.8,1,3,0,3,3,3.7,0.0,0.973,90.8,1
P0035,2024-12-01,3,10.3,1,3,0,2,0,5.3,0.7,0.975,95.9,1
P0036,2024-01-01,6,5.2,0,3,0,6,4,8.1,2.7,0.96,84.2,1
P0036,2024-02-01,6,8.3,0,3,0,0,0,4.1,3.1,1.0,88.4,1
P0036,2024-03-01,3,3.3,0,3,0,3,0,7.0,3.2,0.771,79.5,1
P0036,2024-04-01,5,8.0,0,3,0,8,4,7.5,1.7,0.899,66.6,1
P0036,2024-05-01,6,6.0,0,3,0,7,2,7.0,2.3,0.904,73.1,1
P0036,2024-06-01,5,5.3,0,3,0,2,0,7.6,3.2,1.0,90.4,1
P0036,2024-07-01,5,9.6,0,3,0,5,1,7.6,2.6,1.0,91.4,1
P0036,2024-08-01,5,10.5,0,3,0,6,1,6.8,1.6,1.0,81.2,1
P0036,2024-09-01,6,11.1,0,3,0,3,2,5.2,1.7,1.0,89.2,1
P0036,2024-10-01,6,8.0,0,3,0,5,0,4.5,1.0,1.0,87.1,1
P0036,2024-11-01,4,6.9,0,3,0,2,0,7.0,2.7,0.98,89.0,1
P0036,2024-12-01,7,11.2,0,3,0,6,2,6.8,2.5,1.0,82.3,1
P0037,2024-01-01,4,5.2,1,3,1,2,0,5.9,2.2,0.877,80.2,1
P0037,2024-02-01,5,8.7,1,3,1,6,2,3.8,0.3,1.0,81.7,1
P0037,2024-03-01,7,6.5,1,3,1,2,0,1.6,1.2,1.0,79.8,1
P0037,2024-04-01,4,4.5,1,3,1,7,2,4.7,1.2,0.793,83.1,1
P0037,2024-05-01,6,8.3,1,3,1,8,2,3.0,0.7,1.0,78.7,1
P0037,2024-06-01,3,8.7,1,3,1,6,1,1.9,1.6,0.996,86.4,1
P0037,2024-07-01,4,7.0,1,3,1,6,2,2.7,1.7,0.924,80.8,1
P0037,2024-08-01,3,7.4,1,3,1,7,3,4.5,1.7,0.891,80.1,1
P0037,2024-09-01,3,8.8,1,3,1,4,0,2.4,2.1,0.875,76.9,1
P0037,2024-10-01,4,8.0,1,3,1,5,1,2.5,2.0,0.941,82.9,1
P0037,2024-11-01,4,8.5,1,3,1,7,1,3.7,0.3,0.978,81.5,1
P0037,2024-12-01,4,5.2,1,3,1,8,1,1.9,0.5,0.902,84.7,1
P0038,2024-01-01,5,9.8,0,2,1,6,2,8.4,2.4,1.0,77.1,1
P0038,2024-02-01,4,9.6,0,2,1,6,1,8.0,2.3,0.903,80.8,1
P0038,2024-03-01,6,8.3,0,2,1,7,1,8.1,2.0,1.0,82.9,1
P0038,2024-04-01,4,6.2,0,2,1,6,1,7.4,3.5,0.937,76.9,1
P0038,2024-05-01,5,11.0,0,2,1,5,0,9.8,1.6,1.0,83.0,1
P0038,2024-06-01,5,6.4,0,2,1,7,2,7.0,3.4,0.922,72.3,1
P0038,2024-07-01,5,9.2,0,2,1,6,1,9.7,1.4,0.999,79.8,1
P0038,2024-08-01,5,7.9,0,2,1,8,3,6.7,2.3,0.885,78.6,1
P0038,2024-09-01,4,8.3,0,2,1,6,1,7.7,1.4,0.928,72.0,1
P0038,2024-10-01,3,6.8,0,2,1,5,1,7.4,3.3,0.945,75.8,1
P0038,2024-11-01,4,7.4,0,2,1,6,0,6.0,3.4,0.884,70.0,1
P0038,2024-12-01,5,7.1,0,2,1,4,0,7.0,5.2,1.0,82.6,1
P0039,2024-01-01,3,6.7,1,3,0,5,1,4.0,0.8,0.901,86.7,1
P0039,2024-02-01,4,7.6,1,3,0,5,2,2.5,1.7,0.902,79.1,1
P0039,2024-03-01,3,3.8,1,3,0,6,1,4.9,0.6,0.723,79.9,1
P0039,2024-04-01,7,8.5,1,3,0,9,5,4.4,1.7,0.907,83.9,1
P0039,2024-05-01,4,8.6,1,3,0,6,3,3.0,0.4,0.905,79.8,1
P0039,2024-06-01,4,4.7,1,3,0,5,0,3.7,1.3,0.941,82.4,1
P0039,2024-07-01,5,6.0,1,3,0,7,3,4.9,2.2,0.859,78.9,1
P0039,2024-08-01,4,8.5,1,3,0,4,0,3.5,1.4,0.938,86.8,1
P0039,2024-09-01,3,10.2,1,3,0,2,1,4.8,2.8,0.951,91.5,1
P0039,2024-10-01,4,11.9,1,3,0,4,0,3.3,1.1,1.0,93.7,1
P0039,2024-11-01,2,7.6,1,3,0,6,2,1.6,1.8,0.748,80.8,1
P0039,2024-12-01,3,5.7,1,3,0,5,2,5.5,1.7,0.774,78.4,1
P0040,2024-01-01,4,10.1,0,1,1,4,0,9.1,3.2,1.0,85.1,1
P0040,2024-02-01,4,7.3,0,1,1,1,0,6.9,1.6,0.971,79.0,1
P0040,2024-03-01,5,5.9,0,1,1,6,1,9.0,2.9,0.903,78.1,1
P0040,2024-04-01,5,10.5,0,1,1,4,1,7.2,3.3,1.0,80.8,1
P0040,2024-05-01,4,5.3,0,1,1,5,0,9.6,3.1,0.871,71.4,1
P0040,2024-06-01,2,6.4,0,1,1,7,3,8.6,2.7,0.704,68.6,0
P0040,2024-07-01,6,10.3,0,1,1,3,0,9.3,3.7,1.0,81.7,1
P0040,2024-08-01,5,6.0,0,1,1,6,2,8.5,2.1,0.904,71.8,1
P0040,2024-09-01,3,6.3,0,1,1,9,4,8.0,2.9,0.741,70.3,0
P0040,2024-10-01,5,7.0,0,1,1,2,0,9.0,1.6,1.0,72.4,1
P0040,2024-11-01,3,6.7,0,1,1,7,4,9.8,3.8,0.666,64.4,0
P0040,2024-12-01,4,8.7,0,1,1,4,1,7.4,4.0,0.944,73.8,1
P0041,2024-01-01,4,11.9,0,4,1,6,1,5.6,0.0,1.0,96.7,1
P0041,2024-02-01,7,9.1,0,4,1,9,3,5.0,1.0,1.0,78.9,1
P0041,2024-03-01,4,7.7,0,4,1,6,0,7.5,2.9,0.911,78.2,1
P0041,2024-04-01,7,10.2,0,4,1,4,0,9.3,2.5,1.0,92.1,1
P0041,2024-05-01,5,7.4,0,4,1,3,0,6.6,0.5,1.0,84.7,1
P0041,2024-06-01,6,10.1,0,4,1,3,0,6.6,2.1,1.0,85.4,1
P0041,2024-07-01,6,8.9,0,4,1,5,0,6.8,2.8,1.0,84.6,1
P0041,2024-08-01,7,6.5,0,4,1,6,0,7.7,1.2,1.0,81.2,1
P0041,2024-09-01,5,11.3,0,4,1,5,0,6.4,2.2,1.0,87.4,1
P0041,2024-10-01,7,11.3,0,4,1,2,0,3.6,1.3,1.0,91.3,1
P0041,2024-11-01,6,6.8,0,4,1,4,0,7.2,0.4,1.0,92.9,1
P0041,2024-12-01,6,11.6,0,4,1,7,1,6.6,2.4,1.0,85.7,1
P0042,2024-01-01,7,9.1,0,3,1,8,1,6.4,2.7,1.0,82.7,1
P0042,2024-02-01,7,9.0,0,3,1,5,0,6.3,2.7,1.0,84.1,1
P0042,2024-03-01,6,6.5,0,3,1,6,0,7.5,3.7,1.0,77.9,1
P0042,2024-04-01,5,7.9,0,3,1,8,0,9.5,2.5,1.0,72.3,1
P0042,2024-05-01,4,4.6,0,3,1,6,0,5.5,2.5,1.0,77.5,1
P0042,2024-06-01,6,8.1,0,3,1,4,0,8.4,1.3,1.0,87.4,1
P0042,2024-07-01,4,10.9,0,3,1,6,1,6.6,1.4,1.0,87.5,1
P0042,2024-08-01,4,8.2,0,3,1,6,2,7.8,1.3,0.999,81.6,1
P0042,2024-09-01,6,7.3,0,3,1,5,0,8.3,2.5,1.0,80.7,1
P0042,2024-10-01,7,6.4,0,3,1,10,4,5.5,1.5,0.925,77.9,1
P0042,2024-11-01,6,7.0,0,3,1,5,0,7.4,3.7,1.0,87.3,1
P0042,2024-12-01,5,5.5,0,3,1,3,0,6.0,3.7,1.0,87.8,1
P0043,2024-01-01,5,6.8,1,2,1,4,0,2.3,1.2,1.0,86.3,1
P0043,2024-02-01,3,9.6,1,2,1,6,2,4.0,1.9,0.919,76.7,1
P0043,2024-03-01,5,8.4,1,2,1,13,5,5.4,2.5,0.867,64.0,1
P0043,2024-04-01,4,7.8,1,2,1,6,0,5.5,2.8,0.968,80.9,1
P0043,2024-05-01,4,8.4,1,2,1,8,2,6.2,1.6,0.863,81.3,1
P0043,2024-06-01,5,5.4,1,2,1,6,1,3.6,0.4,0.817,72.1,1
P0043,2024-07-01,2,4.5,1,2,1,4,0,6.6,0.8,0.772,76.6,1
P0043,2024-08-01,4,9.8,1,2,1,6,2,4.8,1.5,0.956,77.9,1
P0043,2024-09-01,4,8.9,1,2,1,5,0,4.8,1.2,1.0,78.2,1
P0043,2024-10-01,7,9.4,1,2,1,3,0,4.3,0.7,1.0,83.1,1
P0043,2024-11-01,5,9.0,1,2,1,7,1,3.0,1.8,0.97,82.5,1
P0043,2024-12-01,4,6.5,1,2,1,6,0,4.3,2.1,1.0,88.3,1
P0044,2024-01-01,4,10.0,1,2,1,3,0,4.9,1.6,0.952,90.5,1
P0044,2024-02-01,4,10.3,1,2,1,0,0,4.8,2.4,1.0,87.3,1
P0044,2024-03-01,2,8.5,1,2,1,6,2,7.2,2.1,0.738,72.2,0
P0044,2024-04-01,6,9.0,1,2,1,7,1,5.7,1.8,1.0,77.0,1
P0044,2024-05-01,3,10.9,1,2,1,7,3,2.3,0.9,0.855,83.1,1
P0044,2024-06-01,6,10.2,1,2,1,10,2,4.9,1.3,0.992,75.9,1
P0044,2024-07-01,2,12.7,1,2,1,2,0,5.7,1.3,0.954,89.9,1
P0044,2024-08-01,4,9.0,1,2,1,9,2,4.2,1.7,0.902,80.6,1
P0044,2024-09-01,7,6.7,1,2,1,5,0,3.8,2.6,1.0,82.5,1
P0044,2024-10-01,6,7.8,1,2,1,8,3,5.0,1.9,0.924,76.8,1
P0044,2024-11-01,4,9.8,1,2,1,4,0,5.5,1.4,1.0,79.9,1
P0044,2024-12-01,4,6.4,1,2,1,5,0,3.7,1.7,1.0,81.0,1
P0045,2024-01-01,5,12.0,0,3,1,4,0,6.6,1.8,1.0,87.8,1
P0045,2024-02-01,5,10.3,0,3,1,3,0,5.1,4.1,1.0,84.3,1
P0045,2024-03-01,4,7.0,0,3,1,4,0,9.0,3.9,1.0,86.0,1
P0045,2024-04-01,6,10.8,0,3,1,6,0,4.8,1.2,1.0,79.6,1
P0045,2024-05-01,7,8.7,0,3,1,4,1,7.5,2.0,1.0,81.2,1
P0045,2024-06-01,4,10.1,0,3,1,5,0,8.1,2.0,1.0,86.7,1
P0045,2024-07-01,7,9.3,0,3,1,5,2,6.6,3.9,1.0,84.5,1
P0045,2024-08-01,6,6.6,0,3,1,5,0,7.6,2.0,1.0,82.1,1
P0045,2024-09-01,5,7.7,0,3,1,4,0,5.5,3.1,1.0,83.8,1
P0045,2024-10-01,7,10.5,0,3,1,3,0,7.5,1.4,1.0,84.0,1
P0045,2024-11-01,7,12.1,0,3,1,5,0,6.0,2.8,1.0,85.1,1
P0045,2024-12-01,7,8.1,0,3,1,3,0,4.8,3.0,1.0,89.5,1
P0046,2024-01-01,4,6.9,1,2,0,4,1,6.4,1.2,0.925,83.0,1
P0046,2024-02-01,3,5.6,1,2,0,3,0,3.0,2.4,0.899,79.8,1
P0046,2024-03-01,5,6.3,1,2,0,4,3,4.1,1.2,0.911,85.4,1
P0046,2024-04-01,5,6.2,1,2,0,6,3,4.7,2.8,0.94,77.4,1
P0046,2024-05-01,4,7.9,1,2,0,6,2,3.0,1.2,0.885,86.0,1
P0046,2024-06-01,4,4.9,1,2,0,4,1,6.4,1.5,0.856,79.8,1
P0046,2024-07-01,3,8.2,1,2,0,8,4,4.5,1.8,0.703,71.7,1
P0046,2024-08-01,3,6.8,1,2,0,7,5,5.8,3.3,0.764,74.0,1
P0046,2024-09-01,6,6.3,1,2,0,3,0,3.6,0.0,1.0,89.6,1
P0046,2024-10-01,6,8.1,1,2,0,8,2,3.5,0.8,0.999,72.1,1
P0046,2024-11-01,5,9.9,1,2,0,7,3,2.5,1.7,0.9,85.0,1
P0046,2024-12-01,5,6.8,1,2,0,5,2,5.7,3.6,0.908,78.3,1
P0047,2024-01-01,3,7.4,1,4,1,5,0,2.5,0.9,1.0,91.9,1
P0047,2024-02-01,8,9.6,1,4,1,2,0,2.1,0.1,1.0,92.0,1
P0047,2024-03-01,5,9.8,1,4,1,3,0,4.5,0.9,1.0,94.0,1
P0047,2024-04-01,6,9.8,1,4,1,5,0,3.1,0.0,1.0,84.2,1
P0047,2024-05-01,5,9.3,1,4,1,3,0,2.9,0.3,1.0,92.6,1
P0047,2024-06-01,5,11.7,1,4,1,7,1,4.5,1.3,1.0,85.1,1
P0047,2024-07-01,7,10.1,1,4,1,7,0,4.3,1.6,1.0,91.5,1
P0047,2024-08-01,6,8.4,1,4,1,6,1,2.9,1.0,1.0,86.0,1
P0047,2024-09-01,8,10.2,1,4,1,8,0,4.8,1.8,1.0,91.0,1
P0047,2024-10-01,5,3.6,1,4,1,6,1,3.5,1.1,0.96,79.8,1
P0047,2024-11-01,6,8.1,1,4,1,4,0,1.3,2.5,1.0,88.5,1
P0047,2024-12-01,7,6.5,1,4,1,1,0,2.9,0.1,1.0,90.9,1
P0048,2024-01-01,5,8.9,1,2,0,2,0,4.8,2.3,1.0,91.4,1
P0048,2024-02-01,5,6.6,1,2,0,3,0,5.2,2.3,1.0,85.4,1
P0048,2024-03-01,8,5.9,1,2,0,5,2,4.8,2.5,1.0,79.1,1
P0048,2024-04-01,4,9.6,1,2,0,7,2,5.7,2.8,0.906,82.0,1
P0048,2024-05-01,5,7.1,1,2,0,6,3,4.8,1.7,0.911,78.0,1
P0048,2024-06-01,4,6.0,1,2,0,5,2,7.8,2.2,0.874,77.9,1
P0048,2024-07-01,6,9.2,1,2,0,6,2,4.4,1.2,0.99,82.1,1
P0048,2024-08-01,4,5.0,1,2,0,5,1,5.0,2.1,0.864,70.4,1
P0048,2024-09-01,2,8.1,1,2,0,6,3,4.5,0.8,0.749,69.7,1
P0048,2024-10-01,3,9.6,1,2,0,6,3,5.0,1.6,0.817,82.4,1
P0048,2024-11-01,3,11.0,1,2,0,3,1,3.5,0.9,0.923,89.7,1
P0048,2024-12-01,5,7.5,1,2,0,5,1,6.4,2.0,0.951,80.5,1
P0049,2024-01-01,4,8.9,0,3,1,1,0,6.5,0.7,1.0,90.9,1
P0049,2024-02-01,2,9.8,0,3,1,6,1,6.0,2.7,0.853,78.5,1
P0049,2024-03-01,5,7.0,0,3,1,7,1,8.2,1.9,0.953,79.4,1
P0049,2024-04-01,4,10.6,0,3,1,5,0,7.9,3.5,1.0,82.9,1
P0049,2024-05-01,6,6.3,0,3,1,4,0,6.8,2.7,1.0,81.0,1
P0049,2024-06-01,4,5.1,0,3,1,6,0,5.8,2.5,0.981,75.5,1
P0049,2024-07-01,5,9.5,0,3,1,8,1,6.0,2.4,1.0,82.9,1
P0049,2024-08-01,3,6.6,0,3,1,4,1,4.5,1.9,0.915,80.7,1
P0049,2024-09-01,5,4.6,0,3,1,4,0,5.3,2.2,0.944,84.0,1
P0049,2024-10-01,3,8.8,0,3,1,6,0,6.8,3.6,0.936,81.1,1
P0049,2024-11-01,4,6.5,0,3,1,6,0,6.9,1.1,1.0,78.2,1
P0049,2024-12-01,5,4.1,0,3,1,9,3,4.7,2.5,0.885,70.3,1
P0050,2024-01-01,5,9.1,1,2,1,3,0,4.8,1.6,1.0,82.5,1
P0050,2024-02-01,5,7.7,1,2,1,5,0,5.6,1.6,0.996,87.9,1
P0050,2024-03-01,7,12.3,1,2,1,1,0,4.3,1.3,1.0,94.2,1
P0050,2024-04-01,8,9.2,1,2,1,4,1,3.4,2.2,1.0,88.4,1
P0050,2024-05-01,5,8.0,1,2,1,3,0,3.9,2.7,1.0,77.6,1
P0050,2024-06-01,6,11.9,1,2,1,8,3,7.3,2.7,1.0,88.0,1
P0050,2024-07-01,6,7.2,1,2,1,2,0,5.5,0.4,1.0,79.2,1
P0050,2024-08-01,6,9.3,1,2,1,10,4,6.3,1.7,0.956,71.4,1
P0050,2024-09-01,9,11.0,1,2,1,5,0,5.2,2.0,1.0,84.9,1
P0050,2024-10-01,6,11.1,1,2,1,3,0,5.3,1.4,1.0,87.0,1
P0050,2024-11-01,5,9.7,1,2,1,4,0,3.4,1.2,1.0,78.3,1
P0050,2024-12-01,6,9.2,1,2,1,3,0,5.6,2.4,1.0,79.9,1
P0051,2024-01-01,5,5.7,1,2,0,7,1,5.6,0.6,0.896,73.4,1
P0051,2024-02-01,3,4.0,1,2,0,5,0,5.3,0.9,0.813,74.2,1
P0051,2024-03-01,5,8.5,1,2,0,6,3,4.5,1.5,0.931,79.7,1
P0051,2024-04-01,5,7.3,1,2,0,3,0,5.2,2.4,1.0,80.2,1
P0051,2024-05-01,5,10.2,1,2,0,3,0,3.8,1.3,1.0,81.6,1
P0051,2024-06-01,5,11.6,1,2,0,6,2,2.2,1.7,0.956,81.0,1
P0051,2024-07-01,5,5.4,1,2,0,4,2,5.3,2.0,0.837,76.2,1
P0051,2024-08-01,4,8.6,1,2,0,5,3,5.7,1.7,0.833,78.5,1
P0051,2024-09-01,3,7.5,1,2,0,9,3,4.4,1.6,0.783,72.0,1
P0051,2024-10-01,4,6.5,1,2,0,6,0,2.3,0.1,0.87,76.4,1
P0051,2024-11-01,4,9.6,1,2,0,4,0,4.0,1.8,0.978,82.5,1
P0051,2024-12-01,4,7.9,1,2,0,7,2,4.2,3.7,0.856,74.8,1
P0052,2024-01-01,8,11.0,1,2,1,4,1,6.2,1.7,1.0,85.9,1
P0052,2024-02-01,6,8.6,1,2,1,6,1,3.0,1.1,1.0,83.5,1
P0052,2024-03-01,4,6.1,1,2,1,2,0,4.1,2.6,1.0,84.7,1
P0052,2024-04-01,6,7.9,1,2,1,4,1,5.7,1.5,1.0,84.7,1
