state,district,month,theme,visits_per_1k,funds_on_time,data_quality,female_pct,training_sessions,outreach_pre_monsoon,monsoon,beneficiaries,age0_5,age6_17,age18_35,age36_plus,outcome_score,dropout_rate,nps,data_issue_flag
Bihar,Bihar-Dist-05,2024-09-01,Education,3.13,0.558,0.843,0.348,5,0,1,299,17,148,133,1,94.9,0.022,29.9,OK
Bihar,Bihar-Dist-05,2024-10-01,Livelihoods,5.74,0.594,0.683,0.518,7,0,0,289,13,65,121,90,100.0,0.01,27.0,OK
Bihar,Bihar-Dist-05,2024-11-01,WASH,3.88,0.877,0.76,0.465,6,0,0,256,12,44,74,126,100.0,0.01,40.5,OK
Bihar,Bihar-Dist-05,2024-12-01,Skilling,4.42,0.587,0.608,0.508,4,0,0,291,9,43,107,132,100.0,0.01,22.6,OK
Bihar,Bihar-Dist-05,2025-02-01,Health,4.7,0.729,0.76,0.36,7,0,0,294,51,47,121,75,100.0,0.01,32.2,OK
Bihar,Bihar-Dist-05,2025-04-01,WASH,4.92,0.444,0.651,0.515,6,1,0,301,16,44,107,134,100.0,0.01,23.3,OK
Bihar,Bihar-Dist-05,2025-05-01,Education,5.34,0.947,0.883,0.449,8,1,0,319,13,149,126,31,100.0,0.01,35.3,OK
Bihar,Bihar-Dist-05,2025-06-01,Skilling,3.96,0.611,0.659,0.471,4,0,1,276,18,35,105,118,89.6,0.01,25.6,OK
Bihar,Bihar-Dist-05,2025-07-01,Skilling,3.55,0.782,0.753,0.434,7,0,1,288,11,51,121,105,99.5,0.01,34.2,OK
Bihar,Bihar-Dist-05,2025-08-01,Health,3.28,0.627,0.488,0.426,6,0,1,303,57,55,114,77,91.8,0.045,25.7,OK
Bihar,Bihar-Dist-05,2025-09-01,Livelihoods,3.54,0.608,0.807,0.429,6,0,1,290,18,58,124,90,95.5,0.019,40.6,OK
Bihar,Bihar-Dist-05,2025-10-01,Health,6.06,0.592,0.865,0.556,8,0,0,336,42,56,128,110,100.0,0.01,28.6,OK
Bihar,Bihar-Dist-06,2023-05-01,WASH,4.84,0.555,0.728,0.447,6,1,0,264,23,50,100,91,100.0,0.01,27.8,OK
Bihar,Bihar-Dist-06,2023-07-01,WASH,4.52,0.544,0.572,0.488,8,0,1,272,8,31,96,137,100.0,0.01,19.7,OK
Bihar,Bihar-Dist-06,2023-11-01,Livelihoods,4.67,0.754,0.948,0.422,7,0,0,285,18,47,112,108,100.0,0.01,41.7,OK
Bihar,Bihar-Dist-06,2023-12-01,WASH,5.01,0.768,0.952,0.35,7,0,0,312,19,47,89,157,100.0,0.01,35.4,OK
Bihar,Bihar-Dist-06,2024-01-01,Skilling,3.22,0.673,0.769,0.535,5,0,0,261,14,45,82,120,94.5,0.01,25.6,OK
Bihar,Bihar-Dist-06,2024-04-01,Health,5.26,0.758,0.586,0.473,2,1,0,286,44,51,107,84,100.0,0.01,36.2,OK
Bihar,Bihar-Dist-06,2024-05-01,Skilling,5.03,0.95,0.874,0.585,2,1,0,283,16,52,115,100,100.0,0.01,44.9,OK
Bihar,Bihar-Dist-06,2024-08-01,Skilling,2.05,0.824,0.917,0.548,8,0,1,262,9,45,87,121,91.2,0.038,40.8,OK
Bihar,Bihar-Dist-06,2024-10-01,Education,5.02,0.66,0.629,0.551,6,0,0,282,3,153,99,27,100.0,0.01,23.7,OK
Bihar,Bihar-Dist-06,2024-11-01,Health,5.7,0.694,0.752,0.467,6,0,0,297,54,55,118,70,100.0,0.01,37.7,OK
Bihar,Bihar-Dist-06,2024-12-01,Livelihoods,4.99,0.894,0.667,0.442,7,0,0,311,20,63,116,112,100.0,0.01,36.6,OK
Bihar,Bihar-Dist-06,2025-02-01,Education,4.61,0.811,0.537,0.587,8,0,0,290,7,159,128,0,100.0,0.01,30.1,OK
Bihar,Bihar-Dist-06,2025-06-01,Health,4.43,0.582,0.853,0.515,7,0,1,297,54,63,107,73,100.0,0.01,18.0,OK
Bihar,Bihar-Dist-06,2025-08-01,Health,3.67,0.545,0.712,0.524,6,0,1,275,48,58,119,50,91.6,0.01,21.2,OK
Bihar,Bihar-Dist-06,2025-10-01,WASH,4.69,0.522,0.529,0.512,7,0,0,273,20,66,127,60,100.0,0.01,19.7,OK
Bihar,Bihar-Dist-07,2023-01-01,Livelihoods,4.74,0.85,0.909,0.412,7,0,0,285,10,56,113,106,100.0,0.01,25.8,OK
Bihar,Bihar-Dist-07,2023-02-01,Health,5.2,0.701,0.743,0.438,2,0,0,284,49,45,112,78,100.0,0.01,35.2,OK
Bihar,Bihar-Dist-07,2023-03-01,WASH,5.25,0.719,0.8,0.514,7,0,0,295,10,61,119,105,100.0,0.01,28.4,OK
Bihar,Bihar-Dist-07,2023-04-01,Health,4.72,0.566,0.594,0.473,4,1,0,294,54,52,119,69,100.0,0.01,18.5,OK
Bihar,Bihar-Dist-07,2023-09-01,Livelihoods,6.08,0.664,0.692,0.419,8,0,1,298,12,58,117,111,100.0,0.01,21.8,OK
Bihar,Bihar-Dist-07,2023-10-01,Skilling,5.36,0.853,0.627,0.55,2,0,0,309,18,51,101,139,100.0,0.01,26.6,OK
Bihar,Bihar-Dist-07,2023-11-01,Skilling,5.87,0.902,0.861,0.478,4,0,0,318,10,57,118,133,100.0,0.01,40.7,OK
Bihar,Bihar-Dist-07,2024-01-01,Livelihoods,5.64,0.582,0.806,0.511,5,0,0,316,6,53,122,135,100.0,0.01,7.6,OK
Bihar,Bihar-Dist-07,2024-02-01,WASH,3.3,0.658,0.715,0.413,4,0,0,273,15,48,88,122,96.3,0.01,37.3,OK
Bihar,Bihar-Dist-07,2024-04-01,Education,5.1,0.687,0.898,0.396,6,1,0,309,0,0,0,0,100.0,0.01,29.6,MISSING_AGE
Bihar,Bihar-Dist-07,2024-05-01,WASH,4.09,0.758,0.996,0.447,6,1,0,298,21,48,109,120,100.0,0.01,53.1,OK
Bihar,Bihar-Dist-07,2024-07-01,Education,6.39,0.908,0.656,0.434,10,0,1,351,11,184,135,21,100.0,0.01,31.6,OK
Bihar,Bihar-Dist-07,2024-08-01,WASH,4.69,0.856,0.872,0.394,5,0,1,262,15,40,95,112,100.0,0.01,48.6,OK
Bihar,Bihar-Dist-07,2024-09-01,Livelihoods,3.79,0.464,0.85,0.477,4,0,1,269,17,54,83,115,94.5,0.016,27.6,OK
Bihar,Bihar-Dist-07,2024-10-01,Education,4.62,0.765,0.691,0.414,4,0,0,291,18,144,115,14,100.0,0.01,28.7,OK
Bihar,Bihar-Dist-07,2024-12-01,Livelihoods,6.25,0.689,0.736,0.408,3,0,0,315,0,0,0,0,100.0,0.01,26.5,MISSING_AGE
Bihar,Bihar-Dist-07,2025-01-01,Health,3.63,0.679,0.547,0.33,5,0,0,243,40,39,85,79,100.0,0.033,26.2,OK
Bihar,Bihar-Dist-07,2025-02-01,Education,6.95,0.813,0.773,0.52,6,0,0,330,21,182,114,13,100.0,0.01,35.6,OK
Bihar,Bihar-Dist-07,2025-03-01,Health,5.24,0.857,0.825,0.488,5,0,0,320,55,52,134,79,100.0,0.01,33.6,OK
Bihar,Bihar-Dist-07,2025-06-01,Health,4.55,0.746,0.747,0.361,7,0,1,285,46,58,99,82,100.0,0.01,31.5,OK
Bihar,Bihar-Dist-07,2025-07-01,WASH,3.87,0.645,0.698,0.515,7,0,1,322,15,65,130,112,100.0,0.017,15.3,OK
Bihar,Bihar-Dist-07,2025-08-01,Health,5.29,0.555,0.783,0.451,4,0,1,297,42,49,92,114,100.0,0.01,21.4,OK
Bihar,Bihar-Dist-07,2025-10-01,Education,5.02,0.842,0.718,0.486,5,0,0,276,8,147,112,9,100.0,0.01,37.3,OK
Bihar,Bihar-Dist-08,2023-02-01,WASH,3.71,0.809,0.692,0.451,3,0,0,260,11,60,105,84,92.9,0.01,31.9,OK
Bihar,Bihar-Dist-08,2023-03-01,Health,5.19,0.807,0.893,0.528,8,0,0,279,43,46,109,81,100.0,0.01,35.1,OK
Bihar,Bihar-Dist-08,2023-04-01,Livelihoods,5.37,0.651,0.777,0.519,3,1,0,283,0,0,0,0,100.0,0.01,28.5,MISSING_AGE
Bihar,Bihar-Dist-08,2023-06-01,Livelihoods,4.86,0.586,0.799,0.478,4,0,1,265,6,51,111,97,100.0,0.01,36.7,OK
Bihar,Bihar-Dist-08,2023-07-01,Health,4.08,0.459,0.679,0.454,10,0,1,310,47,59,108,96,100.0,0.01,23.2,OK
Bihar,Bihar-Dist-08,2023-09-01,Livelihoods,4.19,0.693,0.671,0.395,8,0,1,318,0,0,0,0,98.7,0.01,34.6,MISSING_AGE
Bihar,Bihar-Dist-08,2023-10-01,Health,5.25,0.763,0.763,0.441,9,0,0,320,53,72,130,65,100.0,0.01,35.6,OK
Bihar,Bihar-Dist-08,2023-11-01,Education,4.38,0.991,0.739,0.43,9,0,0,311,10,157,123,21,100.0,0.01,39.5,OK
Bihar,Bihar-Dist-08,2023-12-01,Livelihoods,5.6,0.972,0.811,0.512,10,0,0,356,13,51,128,164,100.0,0.01,44.7,OK
Bihar,Bihar-Dist-08,2024-03-01,Education,4.66,0.645,0.768,0.469,5,0,0,266,10,124,96,36,100.0,0.01,20.8,OK
Bihar,Bihar-Dist-08,2024-04-01,Health,3.52,0.837,0.835,0.405,6,1,0,310,51,59,134,66,96.6,0.01,32.5,OK
Bihar,Bihar-Dist-08,2024-06-01,Health,4.78,0.886,0.777,0.444,3,0,1,298,51,46,96,105,100.0,0.01,29.4,OK
Bihar,Bihar-Dist-08,2024-07-01,Livelihoods,4.71,0.665,0.62,0.438,6,0,1,293,13,38,101,141,100.0,0.01,21.9,OK
Bihar,Bihar-Dist-08,2024-08-01,Health,4.61,0.682,0.656,0.477,5,0,1,305,42,40,125,98,100.0,0.01,25.8,OK
Bihar,Bihar-Dist-08,2024-09-01,Health,3.56,0.777,0.631,0.445,5,0,1,276,51,50,96,79,99.9,0.033,30.6,OK
Bihar,Bihar-Dist-08,2024-11-01,Livelihoods,4.23,0.874,0.672,0.466,7,0,0,259,10,49,108,92,100.0,0.01,29.4,OK
Bihar,Bihar-Dist-08,2024-12-01,Health,5.38,0.59,0.576,0.476,7,0,0,305,54,41,93,117,100.0,0.01,23.4,OK
Bihar,Bihar-Dist-08,2025-02-01,Livelihoods,5.7,0.601,0.77,0.548,5,0,0,273,15,57,106,95,100.0,0.01,26.8,OK
Bihar,Bihar-Dist-08,2025-03-01,Education,4.6,0.645,0.604,0.526,6,0,0,298,9,160,121,8,100.0,0.01,23.4,OK
Bihar,Bihar-Dist-08,2025-04-01,Education,5.85,0.686,0.765,0.407,7,1,0,306,21,182,99,4,100.0,0.01,25.2,OK
Bihar,Bihar-Dist-08,2025-07-01,Health,3.86,0.735,0.785,0.392,6,0,1,279,47,53,122,57,88.0,0.018,35.5,OK
Bihar,Bihar-Dist-08,2025-08-01,Education,4.53,0.823,0.693,0.543,7,0,1,290,17,151,119,3,100.0,0.01,35.2,OK
Bihar,Bihar-Dist-08,2025-10-01,Health,5.36,0.844,0.748,0.409,10,0,0,316,51,58,114,93,100.0,0.01,33.1,OK
Chhattisgarh,Chhattisgarh-Dist-01,2023-01-01,Education,6.44,0.75,0.839,0.402,9,0,0,349,0,0,0,0,100.0,0.01,38.2,MISSING_AGE
Chhattisgarh,Chhattisgarh-Dist-01,2023-02-01,Livelihoods,6.08,0.832,0.727,0.493,7,0,0,323,16,55,121,131,100.0,0.01,35.4,OK
Chhattisgarh,Chhattisgarh-Dist-01,2023-05-01,Education,5.55,0.637,0.583,0.426,7,1,0,303,8,157,114,24,100.0,0.01,24.7,OK
Chhattisgarh,Chhattisgarh-Dist-01,2023-06-01,Livelihoods,3.51,0.774,0.657,0.39,7,0,1,298,8,56,96,138,100.0,0.063,18.8,OK
Chhattisgarh,Chhattisgarh-Dist-01,2023-08-01,Education,5.69,0.575,0.892,0.326,4,0,1,298,14,149,115,20,100.0,0.01,24.3,OK
Chhattisgarh,Chhattisgarh-Dist-01,2023-10-01,WASH,4.71,0.856,1.0,0.387,6,0,0,339,17,56,114,152,100.0,0.01,43.7,OK
Chhattisgarh,Chhattisgarh-Dist-01,2024-01-01,Skilling,6.48,0.641,0.931,0.552,2,0,0,342,7,68,133,134,100.0,0.01,37.1,OK
Chhattisgarh,Chhattisgarh-Dist-01,2024-02-01,WASH,6.22,0.806,0.707,0.542,4,0,0,325,15,64,132,114,100.0,0.01,26.2,OK
Chhattisgarh,Chhattisgarh-Dist-01,2024-07-01,Skilling,3.89,0.53,0.616,0.446,11,0,1,353,19,60,141,133,100.0,0.01,17.3,OK
Chhattisgarh,Chhattisgarh-Dist-01,2024-09-01,WASH,5.07,1.0,0.932,0.417,8,0,1,320,0,0,0,0,100.0,0.01,52.9,MISSING_AGE
Chhattisgarh,Chhattisgarh-Dist-01,2024-12-01,Skilling,5.51,0.801,0.664,0.469,2,0,0,278,23,38,103,114,100.0,0.01,20.7,OK
Chhattisgarh,Chhattisgarh-Dist-01,2025-01-01,WASH,5.79,0.786,0.923,0.429,5,0,0,323,19,52,113,139,100.0,0.01,45.1,OK
Chhattisgarh,Chhattisgarh-Dist-01,2025-06-01,Health,6.49,0.85,0.839,0.414,4,0,1,320,42,57,139,82,100.0,0.01,38.8,OK
Chhattisgarh,Chhattisgarh-Dist-01,2025-07-01,Health,5.01,0.669,0.779,0.404,5,0,1,307,50,60,117,80,100.0,0.01,29.4,OK
Chhattisgarh,Chhattisgarh-Dist-01,2025-10-01,Livelihoods,6.55,0.537,0.684,0.393,8,0,0,331,17,62,116,136,100.0,0.01,27.2,OK
Chhattisgarh,Chhattisgarh-Dist-02,2023-02-01,Education,6.54,0.742,0.789,0.535,9,0,0,330,13,175,116,26,100.0,0.01,28.3,OK
Chhattisgarh,Chhattisgarh-Dist-02,2023-03-01,Health,6.29,0.865,0.644,0.566,5,0,0,330,59,62,106,103,100.0,0.01,33.0,OK
Chhattisgarh,Chhattisgarh-Dist-02,2023-04-01,Livelihoods,4.88,0.826,0.974,0.575,5,1,0,288,9,47,115,117,100.0,0.01,39.3,OK
Chhattisgarh,Chhattisgarh-Dist-02,2023-05-01,Livelihoods,5.16,0.836,0.834,0.501,5,1,0,301,23,62,106,110,100.0,0.01,39.7,OK
Chhattisgarh,Chhattisgarh-Dist-02,2023-06-01,Skilling,5.03,0.62,0.76,0.625,3,0,1,303,11,52,110,130,100.0,0.01,31.7,OK
Chhattisgarh,Chhattisgarh-Dist-02,2023-08-01,WASH,5.26,0.892,0.788,0.535,6,0,1,313,0,0,0,0,100.0,0.01,32.0,MISSING_AGE
Chhattisgarh,Chhattisgarh-Dist-02,2023-09-01,Skilling,5.29,0.803,0.851,0.651,7,0,1,303,19,37,110,137,100.0,0.01,35.3,OK
Chhattisgarh,Chhattisgarh-Dist-02,2023-10-01,Livelihoods,6.04,0.809,0.793,0.446,5,0,0,348,15,65,126,142,100.0,0.01,36.2,OK
Chhattisgarh,Chhattisgarh-Dist-02,2023-12-01,Skilling,5.51,0.61,0.742,0.572,6,0,0,319,14,55,115,135,100.0,0.01,21.1,OK
Chhattisgarh,Chhattisgarh-Dist-02,2024-03-01,Skilling,5.74,0.702,0.511,0.551,8,0,0,333,15,64,121,133,100.0,0.01,23.1,OK
Chhattisgarh,Chhattisgarh-Dist-02,2024-05-01,Skilling,5.45,0.765,0.608,0.553,6,1,0,306,10,61,131,104,100.0,0.01,29.3,OK
Chhattisgarh,Chhattisgarh-Dist-02,2024-09-01,Health,5.15,0.843,0.911,0.641,6,0,1,314,54,57,111,92,100.0,0.01,36.5,OK
Chhattisgarh,Chhattisgarh-Dist-02,2024-11-01,Livelihoods,5.74,0.762,0.804,0.52,8,0,0,349,19,77,107,146,100.0,0.01,44.3,OK
Chhattisgarh,Chhattisgarh-Dist-02,2025-01-01,Education,4.75,0.925,0.966,0.565,3,0,0,312,0,0,0,0,100.0,0.01,46.3,MISSING_AGE
Chhattisgarh,Chhattisgarh-Dist-02,2025-03-01,Skilling,6.33,0.67,0.845,0.612,5,0,0,343,8,55,137,143,100.0,0.01,24.6,OK
Chhattisgarh,Chhattisgarh-Dist-02,2025-04-01,Skilling,5.77,0.699,0.694,0.616,10,1,0,330,19,49,119,143,100.0,0.01,44.6,OK
Chhattisgarh,Chhattisgarh-Dist-02,2025-07-01,Education,5.86,0.866,0.743,0.433,8,0,1,321,19,167,125,10,100.0,0.01,35.1,OK
Chhattisgarh,Chhattisgarh-Dist-02,2025-08-01,Health,6.2,0.656,0.752,0.444,6,0,1,321,54,61,127,79,100.0,0.01,23.3,OK
Chhattisgarh,Chhattisgarh-Dist-03,2023-02-01,Education,5.87,0.879,0.847,0.583,6,0,0,298,8,163,108,19,100.0,0.01,40.6,OK
Chhattisgarh,Chhattisgarh-Dist-03,2023-04-01,WASH,4.49,0.757,0.795,0.59,5,1,0,326,18,62,115,131,100.0,0.01,24.0,OK
Chhattisgarh,Chhattisgarh-Dist-03,2023-05-01,Health,6.36,0.824,0.796,0.48,5,1,0,301,44,49,118,90,100.0,0.01,34.0,OK
Chhattisgarh,Chhattisgarh-Dist-03,2023-08-01,Livelihoods,4.3,0.398,0.742,0.526,7,0,1,326,21,59,118,128,98.7,0.019,15.1,OK
Chhattisgarh,Chhattisgarh-Dist-03,2023-10-01,WASH,3.72,0.716,0.777,0.572,5,0,0,343,14,72,126,131,100.0,0.01,36.3,OK
Chhattisgarh,Chhattisgarh-Dist-03,2023-11-01,Health,6.26,0.714,0.716,0.574,10,0,0,356,61,72,117,106,100.0,0.01,23.1,OK
Chhattisgarh,Chhattisgarh-Dist-03,2023-12-01,Livelihoods,7.33,0.858,0.557,0.595,5,0,0,326,22,73,122,109,100.0,0.01,28.1,OK
Chhattisgarh,Chhattisgarh-Dist-03,2024-01-01,Livelihoods,5.92,0.773,0.494,0.484,5,0,0,290,0,0,0,0,100.0,0.01,16.8,MISSING_AGE
Chhattisgarh,Chhattisgarh-Dist-03,2024-03-01,Health,4.93,0.669,0.639,0.466,7,0,0,288,53,49,112,74,100.0,0.01,37.1,OK
Chhattisgarh,Chhattisgarh-Dist-03,2024-04-01,WASH,6.45,0.809,1.0,0.596,5,1,0,335,16,59,123,137,100.0,0.01,45.2,OK
Chhattisgarh,Chhattisgarh-Dist-03,2024-05-01,Skilling,3.55,0.715,0.847,0.627,8,1,0,328,22,61,105,140,100.0,0.01,23.4,OK
Chhattisgarh,Chhattisgarh-Dist-03,2024-07-01,Education,5.29,0.849,0.721,0.406,5,0,1,319,14,180,151,0,100.0,0.01,28.6,OK
Chhattisgarh,Chhattisgarh-Dist-03,2024-09-01,Livelihoods,4.7,0.618,0.772,0.541,8,0,1,305,20,50,122,113,100.0,0.01,20.3,OK
Chhattisgarh,Chhattisgarh-Dist-03,2024-11-01,Education,7.1,0.721,0.714,0.489,5,0,0,327,9,179,112,27,100.0,0.01,22.8,OK
Chhattisgarh,Chhattisgarh-Dist-03,2025-02-01,Skilling,5.67,0.749,0.641,0.576,7,0,0,324,9,73,128,114,100.0,0.01,42.0,OK
Chhattisgarh,Chhattisgarh-Dist-03,2025-04-01,Education,4.39,0.557,0.734,0.531,8,1,0,325,17,160,112,36,100.0,0.01,18.3,OK
Chhattisgarh,Chhattisgarh-Dist-03,2025-06-01,WASH,4.86,0.486,0.573,0.574,7,0,1,305,12,57,127,109,100.0,0.01,18.6,OK
Chhattisgarh,Chhattisgarh-Dist-03,2025-09-01,Education,4.95,0.725,0.95,0.575,7,0,1,343,0,0,0,0,100.0,0.01,43.3,MISSING_AGE
Chhattisgarh,Chhattisgarh-Dist-03,2025-10-01,Skilling,6.09,0.666,0.528,0.603,5,0,0,325,13,53,119,140,100.0,0.01,19.4,OK
Chhattisgarh,Chhattisgarh-Dist-04,2023-01-01,Livelihoods,4.13,0.815,0.773,0.509,7,0,0,289,14,64,99,112,100.0,0.014,35.4,OK
Chhattisgarh,Chhattisgarh-Dist-04,2023-02-01,Skilling,3.56,0.497,0.735,0.66,3,0,0,232,8,51,116,57,90.4,0.01,16.2,OK
Chhattisgarh,Chhattisgarh-Dist-04,2023-03-01,Skilling,5.62,0.484,0.717,0.64,5,0,0,296,19,55,127,95,100.0,0.01,29.9,OK
Chhattisgarh,Chhattisgarh-Dist-04,2023-04-01,WASH,4.24,0.497,0.724,0.505,6,1,0,269,6,52,115,96,96.5,0.01,22.5,OK
Chhattisgarh,Chhattisgarh-Dist-04,2023-07-01,Livelihoods,4.4,0.737,0.769,0.505,2,0,1,235,12,40,96,87,97.2,0.01,41.8,OK
Chhattisgarh,Chhattisgarh-Dist-04,2023-08-01,WASH,2.56,0.679,0.948,0.526,5,0,1,251,19,39,112,81,86.5,0.058,37.8,OK
Chhattisgarh,Chhattisgarh-Dist-04,2023-09-01,Livelihoods,3.97,0.829,0.899,0.531,9,0,1,265,0,0,0,0,100.0,0.01,39.2,MISSING_AGE
Chhattisgarh,Chhattisgarh-Dist-04,2023-10-01,Livelihoods,5.09,0.724,0.919,0.613,8,0,0,297,20,50,97,130,100.0,0.01,31.9,OK
Chhattisgarh,Chhattisgarh-Dist-04,2023-12-01,Health,4.3,0.633,1.0,0.555,7,0,0,276,57,42,88,89,100.0,0.01,25.4,OK
Chhattisgarh,Chhattisgarh-Dist-04,2024-03-01,Skilling,4.85,0.731,0.711,0.522,4,0,0,276,0,0,0,0,100.0,0.01,23.3,MISSING_AGE
Chhattisgarh,Chhattisgarh-Dist-04,2024-04-01,Education,4.26,0.802,0.741,0.515,6,1,0,269,5,142,103,19,100.0,0.01,34.7,OK
Chhattisgarh,Chhattisgarh-Dist-04,2024-05-01,Health,5.01,0.632,0.772,0.56,7,1,0,273,50,55,94,74,100.0,0.01,40.5,OK
Chhattisgarh,Chhattisgarh-Dist-04,2024-07-01,Livelihoods,3.96,0.783,0.83,0.553,6,0,1,266,0,0,0,0,97.1,0.01,48.4,MISSING_AGE
Chhattisgarh,Chhattisgarh-Dist-04,2024-08-01,Education,2.18,0.717,0.717,0.437,7,0,1,262,16,151,98,0,85.4,0.076,25.7,OK
Chhattisgarh,Chhattisgarh-Dist-04,2024-11-01,Education,5.27,0.679,0.606,0.566,6,0,0,275,3,148,108,16,100.0,0.01,33.4,OK
Chhattisgarh,Chhattisgarh-Dist-04,2024-12-01,Livelihoods,3.98,0.776,0.593,0.565,9,0,0,308,0,0,0,0,100.0,0.029,30.6,MISSING_AGE
Chhattisgarh,Chhattisgarh-Dist-04,2025-02-01,WASH,5.91,0.562,0.897,0.517,5,0,0,322,23,55,111,133,100.0,0.01,32.1,OK
Chhattisgarh,Chhattisgarh-Dist-04,2025-04-01,WASH,4.09,0.822,0.816,0.575,3,1,0,246,0,0,0,0,99.3,0.01,38.0,MISSING_AGE
Chhattisgarh,Chhattisgarh-Dist-04,2025-05-01,Livelihoods,4.77,0.58,0.675,0.424,8,1,0,296,9,54,94,139,100.0,0.01,24.1,OK
Chhattisgarh,Chhattisgarh-Dist-04,2025-07-01,Skilling,2.66,0.632,0.834,0.603,4,0,1,230,5,45,87,93,86.3,0.045,19.4,OK
Chhattisgarh,Chhattisgarh-Dist-05,2023-02-01,Livelihoods,3.68,0.428,0.579,0.393,6,0,0,296,11,61,94,130,97.3,0.061,13.2,OK
Chhattisgarh,Chhattisgarh-Dist-05,2023-03-01,Skilling,4.09,0.669,0.64,0.612,5,0,0,266,17,52,107,90,99.1,0.01,24.4,OK
Chhattisgarh,Chhattisgarh-Dist-05,2023-04-01,Livelihoods,4.26,0.678,0.664,0.464,5,1,0,284,10,41,118,115,100.0,0.012,36.7,OK
Chhattisgarh,Chhattisgarh-Dist-05,2023-06-01,WASH,3.74,0.704,0.859,0.458,3,0,1,260,8,53,107,92,91.8,0.01,24.0,OK
Chhattisgarh,Chhattisgarh-Dist-05,2023-07-01,Livelihoods,3.11,0.781,0.685,0.47,5,0,1,261,14,47,102,98,87.4,0.025,27.2,OK
Chhattisgarh,Chhattisgarh-Dist-05,2023-08-01,Skilling,2.52,0.784,0.845,0.506,2,0,1,246,12,42,89,103,86.3,0.01,44.5,OK
Chhattisgarh,Chhattisgarh-Dist-05,2023-10-01,Education,3.51,0.686,0.561,0.421,3,0,0,245,12,145,103,0,95.0,0.035,31.2,OK
Chhattisgarh,Chhattisgarh-Dist-05,2024-02-01,WASH,3.29,0.742,0.703,0.484,7,0,0,307,15,63,112,117,100.0,0.052,31.7,OK
Chhattisgarh,Chhattisgarh-Dist-05,2024-05-01,Skilling,3.98,0.789,0.66,0.532,5,1,0,287,9,73,104,101,99.2,0.01,37.1,OK
Chhattisgarh,Chhattisgarh-Dist-05,2024-07-01,WASH,3.95,0.576,0.814,0.509,5,0,1,265,13,38,90,124,99.7,0.01,25.8,OK
Chhattisgarh,Chhattisgarh-Dist-05,2024-09-01,Skilling,3.46,0.484,0.667,0.517,3,0,1,271,21,47,102,101,88.3,0.01,17.6,OK
Chhattisgarh,Chhattisgarh-Dist-05,2024-10-01,Health,5.03,0.65,0.779,0.485,6,0,0,319,50,60,141,68,100.0,0.01,32.8,OK
Chhattisgarh,Chhattisgarh-Dist-05,2024-12-01,Livelihoods,5.3,0.754,0.786,0.459,5,0,0,294,0,0,0,0,100.0,0.01,29.5,MISSING_AGE
Chhattisgarh,Chhattisgarh-Dist-05,2025-01-01,Skilling,3.98,0.764,0.704,0.601,6,0,0,274,17,41,108,108,100.0,0.01,35.9,OK
Chhattisgarh,Chhattisgarh-Dist-05,2025-02-01,WASH,4.53,0.491,0.789,0.41,6,0,0,276,19,59,106,92,100.0,0.01,27.5,OK
Chhattisgarh,Chhattisgarh-Dist-05,2025-04-01,Education,4.03,0.596,0.627,0.441,5,1,0,260,5,143,87,25,100.0,0.01,22.7,OK
Chhattisgarh,Chhattisgarh-Dist-05,2025-06-01,Health,3.8,0.721,0.822,0.433,4,0,1,277,50,44,105,78,99.5,0.02,28.8,OK
Chhattisgarh,Chhattisgarh-Dist-05,2025-07-01,Health,3.01,0.701,0.738,0.498,5,0,1,272,55,45,102,70,86.1,0.044,28.8,OK
Chhattisgarh,Chhattisgarh-Dist-05,2025-08-01,Livelihoods,3.66,0.805,0.852,0.507,4,0,1,255,10,53,91,101,100.0,0.01,28.3,OK
Chhattisgarh,Chhattisgarh-Dist-05,2025-09-01,Livelihoods,3.4,0.662,0.829,0.359,4,0,1,240,13,47,109,71,94.5,0.034,37.4,OK
Chhattisgarh,Chhattisgarh-Dist-05,2025-10-01,Skilling,4.38,0.737,0.73,0.55,7,0,0,292,15,48,117,112,100.0,0.01,44.1,OK
Chhattisgarh,Chhattisgarh-Dist-06,2023-01-01,Skilling,4.87,0.642,0.677,0.567,3,0,0,253,9,49,99,96,99.5,0.01,24.2,OK
Chhattisgarh,Chhattisgarh-Dist-06,2023-02-01,Education,3.84,0.834,0.621,0.488,6,0,0,268,15,146,87,20,98.0,0.028,31.7,OK
Chhattisgarh,Chhattisgarh-Dist-06,2023-03-01,Education,4.77,0.634,0.804,0.575,6,0,0,299,13,162,123,1,100.0,0.01,33.6,OK
Chhattisgarh,Chhattisgarh-Dist-06,2023-05-01,Livelihoods,5.37,0.854,0.948,0.557,11,1,0,326,11,71,124,120,100.0,0.01,41.2,OK
Chhattisgarh,Chhattisgarh-Dist-06,2023-07-01,Livelihoods,5.17,0.507,0.542,0.546,5,0,1,282,14,51,118,99,100.0,0.01,23.9,OK
Chhattisgarh,Chhattisgarh-Dist-06,2023-08-01,Health,4.45,0.586,0.922,0.514,7,0,1,281,51,36,98,96,100.0,0.01,29.3,OK
Chhattisgarh,Chhattisgarh-Dist-06,2023-09-01,Livelihoods,4.1,0.653,0.829,0.593,6,0,1,298,16,62,117,103,100.0,0.01,29.8,OK
Chhattisgarh,Chhattisgarh-Dist-06,2023-10-01,Skilling,3.66,0.669,0.553,0.599,2,0,0,243,12,51,108,72,91.4,0.01,21.4,OK
