grant_id,theme,state,district,partner_id,partner_name,partner_type,hq_state,years_with_trust,prior_grants,start_date,end_date,months,budget_m_inr,n_tranches,need_index,rural_share,partner_capacity,disbursement_timeliness,on_time_reporting,budget_variance_pct,beneficiaries,cost_per_beneficiary_inr,outcome_index,risk_rating,data_quality_flag
G0119,Education,Telangana,Telangana-Dist-08,PARTNER-055,Partner 055,NGO,Bihar,7,7,2023-08-01,2024-11-01,15,153.49,2,0.571,0.396,2,0.681,0.741,0.142,3118,49226,79.0,4,OK
G0120,WASH,Telangana,Telangana-Dist-14,PARTNER-049,Partner 049,NGO,Maharashtra,3,4,2024-02-01,2024-12-01,10,90.12,2,0.346,0.635,4,0.784,0.888,0.096,1764,51086,77.4,1,OK
G0121,Health,Tamil Nadu,Tamil-Dist-14,PARTNER-124,Partner 124,NGO,Uttar Pradesh,5,5,2023-09-01,2025-10-01,25,30.05,2,0.2,0.616,4,0.806,0.896,0.12,694,43300,81.0,1,OK
G0122,Livelihoods,Chhattisgarh,Chhattisgarh-Dist-07,PARTNER-103,Partner 103,Academic,West Bengal,0,0,2021-10-01,2023-10-01,24,124.24,2,0.315,0.67,2,0.549,0.596,0.149,2736,45407,73.0,3,OK
G0123,Livelihoods,Gujarat,Gujarat-Dist-02,PARTNER-034,Partner 034,CSR,Tamil Nadu,5,3,2021-05-01,2022-02-01,9,29.56,2,0.497,0.834,3,0.791,0.766,0.159,901,32810,77.4,3,OK
G0124,Skilling,Madhya Pradesh,Madhya-Dist-13,PARTNER-106,Partner 106,NGO,Madhya Pradesh,4,3,2024-02-01,2026-01-01,23,16.8,2,0.317,0.928,1,0.457,0.421,0.24,696,24141,73.4,4,LATE_REPORTING
G0125,Skilling,Odisha,Odisha-Dist-18,PARTNER-036,Partner 036,CSR,Assam,9,11,2021-10-01,2023-09-01,23,57.83,5,0.402,0.796,2,0.662,0.573,0.037,1557,37144,78.4,2,OK
G0126,Health,Chhattisgarh,Chhattisgarh-Dist-16,PARTNER-003,Partner 003,NGO,West Bengal,8,12,2024-05-01,2026-02-01,21,229.93,3,0.534,0.642,4,0.957,0.898,0.068,5271,43622,85.3,2,OK
G0127,Skilling,Odisha,Odisha-Dist-16,PARTNER-095,Partner 095,Academic,Karnataka,3,4,2021-05-01,2022-11-01,18,36.03,4,0.308,0.65,1,0.447,0.548,0.149,775,46487,64.8,3,OK
G0128,WASH,Odisha,Odisha-Dist-16,PARTNER-059,Partner 059,NGO,Andhra Pradesh,3,4,2024-03-01,2025-07-01,16,66.26,2,0.542,0.303,2,0.629,0.624,0.121,1312,50503,71.4,3,OK
G0129,Education,Assam,Assam-Dist-08,PARTNER-058,Partner 058,NGO,Assam,2,1,2024-04-01,2025-10-01,18,46.95,4,0.337,0.479,2,0.577,0.682,0.125,955,49165,81.3,2,OK
G0130,WASH,Jharkhand,Jharkhand-Dist-15,PARTNER-136,Partner 136,NGO,Telangana,2,2,2024-07-01,2026-05-01,22,63.01,2,0.514,0.592,2,0.488,0.704,0.09,1601,39359,69.4,3,OK
G0131,Livelihoods,Assam,Assam-Dist-19,PARTNER-053,Partner 053,Academic,Tamil Nadu,8,10,2021-07-01,2022-10-01,15,39.46,2,0.532,0.75,4,0.883,0.83,-0.072,928,42525,71.8,2,OK
G0132,Livelihoods,Bihar,Bihar-Dist-15,PARTNER-107,Partner 107,CSR,Tamil Nadu,3,4,2023-10-01,2025-03-01,17,44.45,2,0.753,0.746,3,0.727,0.683,,1429,31107,72.2,3,OK
G0133,Health,Tamil Nadu,Tamil-Dist-06,PARTNER-070,Partner 070,Academic,Chhattisgarh,9,12,2021-03-01,2022-12-01,21,38.27,2,0.25,0.662,5,0.883,0.918,-0.01,839,45610,85.0,2,OK
G0134,Livelihoods,Gujarat,Gujarat-Dist-18,PARTNER-038,Partner 038,CSR,Assam,2,3,2021-10-01,2023-06-01,20,34.7,4,0.696,0.549,4,0.927,1.0,0.101,1070,32430,79.1,2,OK
G0135,Education,Telangana,Telangana-Dist-05,PARTNER-038,Partner 038,CSR,Assam,2,3,2021-08-01,2023-05-01,21,44.46,3,0.263,0.747,1,0.385,0.579,0.216,1031,43126,72.2,3,OK
G0136,WASH,Jharkhand,Jharkhand-Dist-09,PARTNER-072,Partner 072,NGO,Karnataka,6,9,2023-08-01,2025-07-01,23,36.94,2,0.386,0.555,4,0.858,0.885,0.05,1009,36612,92.7,2,OK
G0137,Education,Andhra Pradesh,Andhra-Dist-06,PARTNER-067,Partner 067,NGO,Uttar Pradesh,9,10,2024-02-01,2025-09-01,19,38.42,3,0.783,0.815,5,0.871,1.0,0.085,1357,28311,88.1,1,OK
G0138,Education,Madhya Pradesh,Madhya-Dist-15,PARTNER-109,Partner 109,NGO,Jharkhand,9,12,2021-06-01,2023-06-01,24,115.28,2,0.2,0.443,3,0.778,0.758,0.231,2028,56845,74.1,2,OK
G0139,Skilling,Madhya Pradesh,Madhya-Dist-05,PARTNER-121,Partner 121,NGO,Andhra Pradesh,2,2,2024-05-01,2025-04-01,11,39.73,3,0.541,0.892,2,0.607,0.547,0.101,1286,30893,72.7,3,OK
G0140,WASH,Bihar,Bihar-Dist-06,PARTNER-035,Partner 035,Academic,Madhya Pradesh,1,1,2022-02-01,2023-12-01,22,57.61,4,0.932,0.906,4,0.761,0.927,0.048,2223,25917,79.2,1,OK
G0141,Health,Rajasthan,Rajasthan-Dist-19,PARTNER-091,Partner 091,CSR,Assam,5,4,2021-10-01,2022-06-01,8,47.1,3,0.536,0.848,2,0.671,0.613,0.072,1268,37144,88.4,3,OK
G0142,Skilling,Jharkhand,Jharkhand-Dist-15,PARTNER-058,Partner 058,NGO,Assam,2,1,2023-06-01,2024-04-01,10,50.96,4,0.583,0.672,2,0.605,0.51,0.224,1348,37801,76.4,4,OK
G0143,WASH,Chhattisgarh,Chhattisgarh-Dist-04,PARTNER-104,Partner 104,NGO,Chhattisgarh,0,0,2021-03-01,2022-02-01,11,36.29,4,0.218,0.657,3,0.612,0.772,0.209,813,44641,64.8,3,OK
G0144,Livelihoods,Assam,Assam-Dist-02,PARTNER-084,Partner 084,NGO,Chhattisgarh,2,2,2023-05-01,2024-05-01,12,48.71,3,0.649,0.553,4,0.9,1.0,0.133,1326,36733,71.2,1,OK
G0145,Education,Andhra Pradesh,Andhra-Dist-08,PARTNER-131,Partner 131,Academic,Gujarat,4,4,2022-05-01,2023-11-01,18,29.78,4,0.359,0.614,2,0.662,0.659,0.139,669,44506,80.8,2,OK
G0146,Livelihoods,Jharkhand,Jharkhand-Dist-07,PARTNER-029,Partner 029,NGO,Jharkhand,0,0,2023-09-01,2025-07-01,22,60.18,4,0.562,0.98,3,0.667,0.718,0.116,1887,31890,76.3,3,OK
G0147,Livelihoods,Uttar Pradesh,Uttar-Dist-16,PARTNER-028,Partner 028,CSR,Assam,4,5,2022-05-01,2023-10-01,17,18.68,2,0.2,0.282,2,0.654,0.65,,453,41246,70.3,4,OK
G0148,Education,Tamil Nadu,Tamil-Dist-06,PARTNER-011,Partner 011,NGO,Gujarat,3,2,2024-11-01,2026-08-01,21,200.89,4,0.653,0.485,3,0.708,0.675,0.069,4244,47334,83.8,2,OK
G0149,WASH,Gujarat,Gujarat-Dist-01,PARTNER-137,Partner 137,NGO,Andhra Pradesh,4,5,2023-06-01,2024-11-01,17,63.04,2,0.656,0.572,2,0.549,0.699,0.164,1941,32477,81.4,2,OK
G0150,Education,Maharashtra,Maharashtra-Dist-08,PARTNER-076,Partner 076,CSR,Gujarat,0,0,2021-05-01,2022-09-01,16,97.03,4,0.392,0.81,4,0.815,0.864,0.057,2503,38764,88.5,1,OK
G0151,Education,Maharashtra,Maharashtra-Dist-19,PARTNER-055,Partner 055,NGO,Bihar,7,7,2023-02-01,2025-01-01,23,80.86,3,0.689,0.576,2,0.628,0.679,0.099,2112,38285,80.6,4,OK
G0152,Livelihoods,Bihar,Bihar-Dist-04,PARTNER-134,Partner 134,NGO,West Bengal,9,9,2023-07-01,2025-06-01,23,14.95,4,0.631,0.832,4,0.822,0.945,0.087,321,46563,76.0,2,OK
G0153,Skilling,Madhya Pradesh,Madhya-Dist-12,PARTNER-074,Partner 074,CSR,Gujarat,10,8,2022-01-01,2024-02-01,25,75.67,2,0.72,0.676,2,0.75,0.579,0.236,2170,34871,78.8,3,OK
G0154,WASH,Odisha,Odisha-Dist-03,PARTNER-024,Partner 024,NGO,Bihar,7,6,2024-06-01,2026-04-01,22,56.65,4,0.649,0.673,5,0.921,1.0,0.045,1609,35210,79.6,1,OK
G0155,Skilling,Uttar Pradesh,Uttar-Dist-13,PARTNER-087,Partner 087,Academic,Madhya Pradesh,2,2,2021-03-01,2022-12-01,21,51.56,5,0.651,0.716,2,0.64,0.668,0.051,1732,29766,66.2,2,OK
G0156,Education,Madhya Pradesh,Madhya-Dist-07,PARTNER-048,Partner 048,NGO,Madhya Pradesh,9,11,2022-12-01,2024-03-01,15,134.96,2,0.663,0.98,3,0.667,0.749,0.137,4275,31570,81.4,2,OK
G0157,WASH,Telangana,Telangana-Dist-20,PARTNER-130,Partner 130,Academic,Odisha,6,8,2022-10-01,2023-07-01,9,62.57,3,0.211,0.713,2,0.618,0.762,0.164,1334,46907,63.4,2,OK
G0158,Health,Uttar Pradesh,Uttar-Dist-06,PARTNER-110,Partner 110,NGO,West Bengal,1,1,2023-04-01,2024-01-01,9,99.13,2,0.536,0.42,3,0.809,0.641,0.166,2321,42711,82.9,2,OK
G0159,Education,Karnataka,Karnataka-Dist-07,PARTNER-108,Partner 108,CSR,Uttar Pradesh,9,13,2021-05-01,2022-01-01,8,112.31,5,0.634,0.667,4,0.83,0.972,0.125,3061,36690,78.9,1,OK
G0160,Skilling,Tamil Nadu,Tamil-Dist-06,PARTNER-029,Partner 029,NGO,Jharkhand,0,0,2022-02-01,2024-02-01,24,29.01,4,0.252,0.758,3,0.707,0.672,0.168,600,48343,76.6,2,OK
G0161,WASH,Maharashtra,Maharashtra-Dist-06,PARTNER-067,Partner 067,NGO,Uttar Pradesh,9,10,2024-12-01,2026-04-01,16,47.84,2,0.329,0.902,4,0.854,0.876,0.121,1370,34917,70.9,1,OK
G0162,WASH,Rajasthan,Rajasthan-Dist-09,PARTNER-059,Partner 059,NGO,Andhra Pradesh,3,4,2024-12-01,2026-02-01,14,40.75,5,0.679,0.604,4,0.9,0.692,0.1,1170,34828,82.0,2,OK
G0163,Health,Assam,Assam-Dist-11,PARTNER-101,Partner 101,NGO,Jharkhand,6,7,2021-04-01,2022-03-01,11,45.93,3,0.821,0.653,2,0.581,0.514,0.218,1451,31654,81.0,2,OK
G0164,Skilling,Odisha,Odisha-Dist-08,PARTNER-084,Partner 084,NGO,Chhattisgarh,2,2,2023-12-01,2025-06-01,18,20.75,2,0.769,0.8,3,0.686,0.666,0.184,615,33736,78.5,2,OK
G0165,Livelihoods,Jharkhand,Jharkhand-Dist-17,PARTNER-037,Partner 037,Government,Bihar,10,12,2023-09-01,2025-06-01,21,54.89,3,0.65,0.635,2,0.7,0.676,0.207,1607,34156,79.6,4,OK
G0166,Health,Jharkhand,Jharkhand-Dist-14,PARTNER-095,Partner 095,Academic,Karnataka,3,4,2023-06-01,2025-09-01,27,217.82,3,0.48,0.66,4,0.848,0.87,-0.02,5181,42042,81.0,1,OK
G0167,WASH,West Bengal,West-Dist-05,PARTNER-133,Partner 133,NGO,Chhattisgarh,1,1,2022-07-01,2024-02-01,19,51.81,3,0.89,0.598,3,0.637,0.772,0.099,1671,31003,61.5,2,OK
G0168,Livelihoods,Rajasthan,Rajasthan-Dist-03,PARTNER-053,Partner 053,Academic,Tamil Nadu,8,10,2024-03-01,2024-12-01,9,62.53,2,0.428,0.653,5,1.0,1.0,-0.075,1483,42161,70.0,1,OK
G0169,Livelihoods,Bihar,Bihar-Dist-18,PARTNER-001,Partner 001,NGO,Bihar,8,9,2024-12-01,2026-12-01,24,24.13,3,0.367,0.631,4,0.778,0.789,0.124,514,46954,66.8,1,OK
G0170,Education,Madhya Pradesh,Madhya-Dist-12,PARTNER-056,Partner 056,NGO,Madhya Pradesh,4,6,2024-07-01,2025-12-01,17,119.95,3,0.261,0.616,3,0.808,0.744,0.167,2369,50633,86.0,1,OK
G0171,Education,Telangana,Telangana-Dist-14,PARTNER-073,Partner 073,NGO,Chhattisgarh,7,9,2021-06-01,2023-09-01,27,53.08,4,0.2,0.646,4,0.872,0.722,0.019,1088,48784,82.8,2,OK
G0172,Skilling,Bihar,Bihar-Dist-05,PARTNER-091,Partner 091,CSR,Assam,5,4,2022-09-01,2024-11-01,26,42.47,2,0.641,0.572,3,0.813,0.925,0.145,1386,30640,70.1,2,OK
G0173,Livelihoods,Madhya Pradesh,Madhya-Dist-06,PARTNER-069,Partner 069,CSR,Gujarat,8,7,2022-01-01,2023-09-01,20,24.83,2,0.497,0.549,3,0.803,0.758,0.142,466,53276,83.8,3,OK
G0174,Health,Karnataka,Karnataka-Dist-06,PARTNER-033,Partner 033,NGO,Uttar Pradesh,2,2,2022-07-01,2023-03-01,8,184.72,4,0.657,0.76,3,0.632,0.84,0.218,5004,36915,77.0,3,OK
G0175,Livelihoods,Gujarat,Gujarat-Dist-05,PARTNER-138,Partner 138,NGO,Uttar Pradesh,4,4,2024-05-01,2026-01-01,20,29.42,2,0.691,0.627,3,0.624,0.694,0.101,947,31067,77.9,2,OK
G0176,WASH,West Bengal,West-Dist-03,PARTNER-045,Partner 045,NGO,Karnataka,7,8,2023-03-01,2024-12-01,21,35.19,3,0.425,0.882,5,1.0,0.951,-0.014,1003,35085,82.1,1,OK
G0177,Skilling,Gujarat,Gujarat-Dist-13,PARTNER-128,Partner 128,Academic,Telangana,9,13,2022-01-01,2022-09-01,8,26.35,5,0.746,0.765,3,0.656,0.757,0.111,1093,24104,67.6,2,OK
G0178,WASH,Uttar Pradesh,Uttar-Dist-18,PARTNER-075,Partner 075,NGO,Telangana,4,4,2022-04-01,2023-10-01,18,105.79,2,0.685,0.593,1,0.525,0.451,0.211,2782,38027,76.4,3,LATE_REPORTING
G0179,Skilling,Jharkhand,Jharkhand-Dist-01,PARTNER-099,Partner 099,NGO,Chhattisgarh,1,1,2024-08-01,2026-01-01,17,24.9,2,0.262,0.761,4,0.796,0.874,-0.063,536,46459,77.2,2,OK
G0180,Education,Bihar,Bihar-Dist-07,PARTNER-117,Partner 117,NGO,Tamil Nadu,0,0,2023-04-01,2024-09-01,17,60.34,4,0.55,0.715,3,0.745,0.924,0.18,1845,32706,86.1,2,OK
G0181,Livelihoods,Rajasthan,Rajasthan-Dist-03,PARTNER-119,Partner 119,Government,Bihar,9,13,2024-11-01,2026-04-01,17,16.35,3,0.793,0.611,3,0.732,0.696,0.125,552,29627,75.3,2,OK
G0182,Health,Uttar Pradesh,Uttar-Dist-02,PARTNER-063,Partner 063,NGO,Uttar Pradesh,8,10,2024-10-01,2025-08-01,10,76.98,3,0.712,0.516,4,0.82,0.925,0.087,2122,36275,90.0,3,OK
G0183,Skilling,Telangana,Telangana-Dist-14,PARTNER-102,Partner 102,NGO,Jharkhand,10,14,2021-09-01,2022-05-01,8,72.28,2,0.495,0.768,4,0.711,0.796,0.141,2066,34983,78.8,1,OK
G0184,WASH,Karnataka,Karnataka-Dist-10,PARTNER-062,Partner 062,CSR,Andhra Pradesh,4,3,2023-06-01,2025-04-01,22,79.44,4,0.714,0.738,3,0.686,0.884,0.04,2530,31398,78.9,2,OK
G0185,WASH,Odisha,Odisha-Dist-20,PARTNER-129,Partner 129,NGO,Maharashtra,6,7,2022-01-01,2024-04-01,27,23.4,3,0.652,0.76,4,0.835,0.928,-0.017,911,25683,78.5,2,OK
G0186,Livelihoods,Jharkhand,Jharkhand-Dist-11,PARTNER-096,Partner 096,NGO,West Bengal,0,0,2022-06-01,2024-07-01,25,28.07,4,0.441,0.597,4,0.826,0.972,0.116,773,36317,70.5,1,OK
G0187,WASH,Telangana,Telangana-Dist-04,PARTNER-119,Partner 119,Government,Bihar,9,13,2023-01-01,2024-09-01,20,49.55,3,0.594,0.596,5,0.849,0.969,0.018,1538,32217,79.9,1,OK
G0188,WASH,Madhya Pradesh,Madhya-Dist-06,PARTNER-104,Partner 104,NGO,Chhattisgarh,0,0,2022-12-01,2025-03-01,27,29.92,3,0.296,0.644,3,0.64,0.856,0.2,741,40372,79.4,3,OK
G0189,WASH,Karnataka,Karnataka-Dist-08,PARTNER-015,Partner 015,NGO,Jharkhand,0,0,2023-02-01,2024-09-01,19,64.08,3,0.2,0.566,2,0.593,0.644,0.138,1251,51225,65.9,2,OK
G0190,Education,Bihar,Bihar-Dist-14,PARTNER-036,Partner 036,CSR,Assam,9,11,2021-03-01,2022-06-01,15,141.07,2,0.654,0.519,3,0.74,0.744,0.112,3663,38511,73.0,3,OK
G0191,Education,Uttar Pradesh,Uttar-Dist-10,PARTNER-036,Partner 036,CSR,Assam,9,11,2021-04-01,2022-01-01,9,27.22,2,0.758,0.81,5,0.949,1.0,0.07,991,27466,82.6,2,OK
G0192,Livelihoods,Assam,Assam-Dist-19,PARTNER-001,Partner 001,NGO,Bihar,8,9,2024-10-01,2026-07-01,21,77.84,4,0.2,0.697,2,0.624,0.714,0.262,1591,48926,67.3,2,OK
G0193,Livelihoods,Maharashtra,Maharashtra-Dist-10,PARTNER-025,Partner 025,NGO,Madhya Pradesh,9,7,2022-07-01,2024-04-01,21,39.42,3,0.2,0.347,2,0.582,0.659,0.16,526,74949,74.8,4,OK
G0194,Health,Uttar Pradesh,Uttar-Dist-19,PARTNER-042,Partner 042,CSR,Maharashtra,10,9,2024-06-01,2026-01-01,19,179.24,3,0.29,0.646,4,0.807,0.835,0.131,3744,47872,81.4,2,OK
G0195,Livelihoods,Tamil Nadu,Tamil-Dist-13,PARTNER-010,Partner 010,NGO,Rajasthan,9,13,2021-07-01,2022-11-01,16,62.91,5,0.604,0.745,5,0.867,0.975,0.001,1918,32802,86.7,2,OK
G0196,Livelihoods,Telangana,Telangana-Dist-04,PARTNER-044,Partner 044,CSR,Jharkhand,0,0,2023-08-01,2025-07-01,23,32.35,4,0.361,0.624,3,0.68,0.782,0.126,698,46339,68.7,2,OK
G0197,Education,Uttar Pradesh,Uttar-Dist-16,PARTNER-020,Partner 020,NGO,Gujarat,4,2,2021-01-01,2022-08-01,19,48.13,4,0.621,0.759,4,0.735,0.916,0.083,1322,36409,85.5,3,OK
G0198,Livelihoods,Uttar Pradesh,Uttar-Dist-06,PARTNER-109,Partner 109,NGO,Jharkhand,9,12,2022-11-01,2024-04-01,17,115.58,4,0.292,0.511,4,0.727,0.86,0.109,2430,47565,75.9,1,OK
G0199,Education,Tamil Nadu,Tamil-Dist-11,PARTNER-111,Partner 111,NGO,Assam,5,7,2022-01-01,2023-05-01,16,111.36,2,0.424,0.438,3,0.783,0.592,0.097,2128,52332,79.3,2,OK
G0200,Health,Maharashtra,Maharashtra-Dist-18,PARTNER-032,Partner 032,NGO,Madhya Pradesh,2,2,2024-05-01,2026-05-01,24,90.1,4,0.8,0.52,3,0.803,0.798,0.211,2205,40862,89.6,2,OK
G0201,Livelihoods,Andhra Pradesh,Andhra-Dist-08,PARTNER-007,Partner 007,CSR,Chhattisgarh,5,5,2024-12-01,2026-04-01,16,41.54,2,0.866,0.725,3,0.613,0.785,0.078,1371,30296,77.9,2,OK
G0202,Health,Telangana,Telangana-Dist-02,PARTNER-071,Partner 071,Academic,Bihar,0,0,2023-01-01,2024-01-01,12,76.87,4,0.884,0.818,2,0.674,0.812,0.128,2796,27491,85.5,2,OK
G0203,Education,Chhattisgarh,Chhattisgarh-Dist-09,PARTNER-077,Partner 077,NGO,Odisha,9,13,2021-07-01,2023-08-01,25,36.06,2,0.239,0.552,3,0.677,0.629,0.152,683,52797,80.9,1,OK
G0204,Education,Chhattisgarh,Chhattisgarh-Dist-06,PARTNER-135,Partner 135,NGO,Rajasthan,1,1,2023-10-01,2025-04-01,18,68.55,3,0.2,0.354,1,0.476,0.581,0.187,1270,53978,67.3,3,OK
G0205,Livelihoods,West Bengal,West-Dist-20,PARTNER-042,Partner 042,CSR,Maharashtra,10,9,2023-04-01,2025-05-01,25,25.83,3,0.387,0.821,3,0.736,0.696,0.219,724,35670,65.5,3,OK
G0206,Education,Bihar,Bihar-Dist-18,PARTNER-066,Partner 066,NGO,Madhya Pradesh,0,0,2021-05-01,2023-08-01,27,88.81,2,0.578,0.819,2,0.681,0.669,0.128,2838,31294,78.8,4,OK
G0207,Livelihoods,Maharashtra,Maharashtra-Dist-16,PARTNER-092,Partner 092,NGO,Maharashtra,9,12,2022-04-01,2024-01-01,21,35.75,2,0.529,0.608,2,0.704,0.572,0.095,818,43707,71.1,3,OK
G0208,Health,Odisha,Odisha-Dist-02,PARTNER-021,Partner 021,Government,Karnataka,4,3,2022-02-01,2023-11-01,21,30.7,4,0.359,0.565,3,0.622,0.71,0.233,584,52571,77.5,2,OK
G0209,Health,Jharkhand,Jharkhand-Dist-06,PARTNER-037,Partner 037,Government,Bihar,10,12,2022-05-01,2023-04-01,11,56.26,4,0.675,0.894,5,0.966,1.0,0.085,1965,28632,96.6,1,OK
G0210,WASH,Maharashtra,Maharashtra-Dist-10,PARTNER-088,Partner 088,NGO,Maharashtra,8,9,2024-09-01,2026-09-01,24,67.43,4,0.749,0.54,2,0.453,0.666,0.185,2063,32686,83.8,3,OK
G0211,Education,Madhya Pradesh,Madhya-Dist-15,PARTNER-060,Partner 060,NGO,Jharkhand,3,3,2021-12-01,2024-03-01,27,56.23,2,0.2,0.57,2,0.59,0.705,0.152,1274,44133,79.5,3,OK
G0212,Health,Maharashtra,Maharashtra-Dist-08,PARTNER-017,Partner 017,NGO,Tamil Nadu,8,7,2022-09-01,2023-10-01,13,79.06,2,0.755,0.953,2,0.666,0.688,0.148,2870,27546,79.1,2,OK
G0213,Health,Rajasthan,Rajasthan-Dist-14,PARTNER-115,Partner 115,NGO,Rajasthan,8,5,2023-04-01,2025-03-01,23,58.29,3,0.2,0.771,3,0.68,0.724,0.097,1394,41814,84.0,2,OK
G0214,Education,Telangana,Telangana-Dist-05,PARTNER-030,Partner 030,Academic,Chhattisgarh,2,1,2021-02-01,2021-12-01,10,60.68,4,0.384,0.811,5,0.898,0.966,0.075,1719,35297,80.6,1,OK
G0215,WASH,Maharashtra,Maharashtra-Dist-14,PARTNER-127,Partner 127,NGO,Telangana,7,10,2023-08-01,2025-08-01,24,46.58,2,0.897,0.426,3,0.791,0.766,0.108,1144,40720,73.9,3,OK
G0216,WASH,Rajasthan,Rajasthan-Dist-01,PARTNER-019,Partner 019,Government,Telangana,10,15,2021-10-01,2022-10-01,12,51.08,4,0.549,0.98,4,0.901,0.907,0.091,1893,26984,77.6,2,OK
G0217,Livelihoods,Madhya Pradesh,Madhya-Dist-10,PARTNER-036,Partner 036,CSR,Assam,9,11,2023-01-01,2024-04-01,15,38.96,2,0.233,0.318,3,0.695,0.862,0.094,560,69565,75.8,1,OK
G0218,Livelihoods,Rajasthan,Rajasthan-Dist-08,PARTNER-075,Partner 075,NGO,Telangana,4,4,2021-01-01,2022-06-01,17,54.19,2,0.328,0.812,2,0.583,0.593,0.176,1335,40590,76.0,3,OK
G0219,WASH,Uttar Pradesh,Uttar-Dist-19,PARTNER-039,Partner 039,NGO,Jharkhand,2,3,2022-12-01,2024-12-01,24,57.81,2,0.487,0.581,4,0.823,0.857,0.079,1298,44534,81.0,2,OK
G0220,WASH,West Bengal,West-Dist-15,PARTNER-085,Partner 085,Academic,Andhra Pradesh,9,11,2021-04-01,2021-12-01,8,34.05,4,0.721,0.643,5,0.919,1.0,-0.0,1114,30568,81.8,1,OK
G0221,Skilling,Andhra Pradesh,Andhra-Dist-05,PARTNER-132,Partner 132,NGO,Uttar Pradesh,6,9,2022-06-01,2023-12-01,18,81.06,2,0.487,0.796,5,0.834,0.934,0.181,2084,38896,83.1,1,OK
G0222,Livelihoods,Andhra Pradesh,Andhra-Dist-05,PARTNER-047,Partner 047,NGO,Gujarat,8,9,2022-12-01,2023-08-01,8,46.02,2,0.434,0.695,2,0.662,0.578,0.079,1371,33570,74.0,3,OK
G0223,Education,Madhya Pradesh,Madhya-Dist-01,PARTNER-062,Partner 062,CSR,Andhra Pradesh,4,3,2023-10-01,2025-05-01,19,109.15,3,0.218,0.632,2,0.679,0.749,0.089,1911,57115,86.0,3,OK
G0224,Livelihoods,Tamil Nadu,Tamil-Dist-18,PARTNER-069,Partner 069,CSR,Gujarat,8,7,2022-06-01,2023-11-01,17,60.63,2,0.487,0.835,3,0.766,0.865,0.131,1760,34450,80.6,4,OK
G0225,Health,Uttar Pradesh,Uttar-Dist-17,PARTNER-056,Partner 056,NGO,Madhya Pradesh,4,6,2024-11-01,2025-07-01,8,87.21,4,0.593,0.638,2,0.682,0.626,0.124,2133,40887,81.3,2,OK
G0226,WASH,Maharashtra,Maharashtra-Dist-04,PARTNER-059,Partner 059,NGO,Andhra Pradesh,3,4,2024-10-01,2026-09-01,23,63.76,4,0.378,0.528,4,0.922,0.93,0.084,1339,47615,81.4,2,OK
G0227,WASH,Odisha,Odisha-Dist-01,PARTNER-095,Partner 095,Academic,Karnataka,3,4,2021-09-01,2023-11-01,26,36.42,2,0.478,0.644,2,0.608,0.621,0.122,1035,35187,70.7,5,OK
G0228,Livelihoods,Telangana,Telangana-Dist-11,PARTNER-044,Partner 044,CSR,Jharkhand,0,0,2023-02-01,2024-08-01,18,34.98,4,0.506,0.597,4,0.78,0.871,0.178,979,35725,71.3,2,OK
G0229,Health,Uttar Pradesh,Uttar-Dist-18,PARTNER-037,Partner 037,Government,Bihar,10,12,2021-02-01,2022-07-01,17,119.33,4,0.765,0.702,5,0.838,0.964,,3566,33463,89.8,1,OK
G0230,Education,Jharkhand,Jharkhand-Dist-07,PARTNER-001,Partner 001,NGO,Bihar,8,9,2024-06-01,2026-02-01,20,53.87,3,0.708,0.831,1,0.453,0.525,0.146,1711,31481,78.2,3,OK
G0231,Health,Chhattisgarh,Chhattisgarh-Dist-03,PARTNER-096,Partner 096,NGO,West Bengal,0,0,2023-02-01,2023-10-01,8,44.56,3,0.877,0.491,4,0.838,0.864,0.155,1271,35061,84.0,2,OK
G0232,Health,Karnataka,Karnataka-Dist-01,PARTNER-011,Partner 011,NGO,Gujarat,3,2,2021-03-01,2022-02-01,11,77.01,5,0.613,0.362,2,0.698,0.702,0.101,1700,45301,91.5,2,OK
G0233,Health,Telangana,Telangana-Dist-18,PARTNER-096,Partner 096,NGO,West Bengal,0,0,2023-05-01,2024-04-01,11,76.7,2,0.368,0.321,4,0.869,0.919,-0.013,1256,61070,92.1,2,OK
G0234,Health,Uttar Pradesh,Uttar-Dist-11,PARTNER-011,Partner 011,NGO,Gujarat,3,2,2023-12-01,2025-03-01,15,66.84,2,0.418,0.66,3,0.686,0.729,0.076,1570,42575,80.3,2,OK
G0235,Health,West Bengal,West-Dist-07,PARTNER-046,Partner 046,NGO,Tamil Nadu,4,4,2022-12-01,2024-12-01,24,250.0,3,0.709,0.614,3,0.733,0.75,0.123,6179,40459,84.9,2,OK
G0236,Education,Andhra Pradesh,Andhra-Dist-16,PARTNER-108,Partner 108,CSR,Uttar Pradesh,9,13,2024-11-01,2026-09-01,22,50.96,6,0.272,0.686,4,0.854,0.923,0.083,1118,45577,78.3,2,OK
G0237,Health,Rajasthan,Rajasthan-Dist-12,PARTNER-131,Partner 131,Academic,Gujarat,4,4,2024-03-01,2025-05-01,14,93.47,2,0.733,0.619,2,0.525,0.593,,2527,36986,81.8,3,OK
G0238,Skilling,Odisha,Odisha-Dist-08,PARTNER-075,Partner 075,NGO,Telangana,4,4,2021-12-01,2023-08-01,20,24.98,5,0.539,0.7,2,0.593,0.608,0.165,914,27334,71.9,3,OK
